issue_id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,comments.by.nonowners,commenters.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct,total.edges
42175,Fix Released,Richard Hagarty,Low,3,Gary W. Smith,1843.12,10,6,9,5,5,34,2,6,1,0,0,11,0,0,0,0,1,2,8,7,15
42176,Fix Released,Chris St. Pierre,Low,3,Chris St. Pierre,1071.2458,9,5,5,4,10,12,0,5,0,0,0,5,0,0,0,0,0,3,4,6,10
42177,Fix Released,Ghanshyam Mann,Low,3,Ghanshyam Mann,1809.4731,15,5,10,4,25,95,15,5,0,1,0,11,0,0,6,0,0,5,6,4,10
42178,Fix Released,Cindy Lu,Low,3,Cindy Lu,979.2792,11,5,8,4,71,455,251,5,4,0,0,9,0,0,0,0,1,0,7,3,10
42179,Fix Released,Vish Ishaya,Low,3,Vish Ishaya,958.9428,11,4,6,3,370,3863,2311,4,0,0,0,0,0,0,0,0,0,8,5,1,6
42180,Fix Released,Zhenguo Niu,Low,3,Zhenguo Niu,1806.6097,9,4,4,3,82,293,175,4,0,0,0,0,0,0,5,0,1,0,3,3,6
42181,Fix Released,Andrew Laski,Low,3,Andrew Laski,883.4794,20,6,15,5,71,355,150,6,0,0,0,0,0,0,4,0,11,24,8,7,15
42182,Fix Released,Clayton O'Neill,Low,3,Matt Fischer,1724.0678,11,6,11,6,3,10,9,6,1,0,0,12,0,0,0,0,0,3,8,7,15
42183,Fix Released,François Magimel,Low,3,François Magimel,852.9228,9,6,5,5,5,13,3,6,0,0,0,5,0,0,0,0,0,6,7,8,15
42184,Fix Released,Dmitry Borodaenko,Low,3,Dmitry Borodaenko,1703.9228,10,4,8,3,71,1014,712,4,0,0,0,5,0,0,0,0,2,4,4,2,6
42185,Fix Released,Andrew Bramley,Low,3,Andrew Bramley,719.3142,9,5,6,4,19,54,1,5,0,0,1,5,0,0,0,0,1,1,6,4,10
42186,Fix Released,Chinmaya Bharadwaj,Low,3,Chinmaya Bharadwaj,677.465,33,7,24,6,3,45,19,7,0,0,1,23,0,0,0,0,1,68,14,7,21
42187,Fix Released,Andrew Bramley,Low,3,Andrew Bramley,1648.0228,10,5,6,4,19,54,1,5,0,0,0,6,0,0,0,0,0,1,5,5,10
42188,Fix Released,Christopher Lefelhocz,Low,3,Christopher Lefelhocz,528.5211,13,5,8,4,14,51,9,5,0,0,4,10,0,0,0,0,4,1,7,3,10
42189,Fix Released,Andrew Bramley,Low,3,Andrew Bramley,1635.1072,10,5,6,4,19,54,1,5,0,0,1,6,0,0,0,0,0,0,4,6,10
42190,Fix Released,Matt Riedemann,Low,3,Matt Riedemann,507.3833,11,4,5,3,179,2096,1422,4,0,0,0,9,0,0,0,0,0,4,5,1,6
42191,Fix Released,Andrew Bramley,Low,3,Andrew Bramley,1554.1028,9,5,6,4,19,54,1,5,0,0,1,5,0,0,0,0,0,0,4,6,10
42192,Fix Released,Andrew Bramley,Low,3,Andrew Bramley,290.1225,9,5,6,4,19,54,1,5,0,0,0,6,0,0,0,0,0,0,4,6,10
42193,Fix Released,Nicolas Simonds,Low,3,Nicolas Simonds,1531.8772,12,6,8,5,46,91,10,6,1,0,0,10,0,0,0,0,0,1,6,9,15
42194,Fix Released,Christopher Lefelhocz,Low,3,Christopher Lefelhocz,289.0242,10,4,5,3,14,51,9,4,0,0,0,5,0,0,0,0,0,4,5,1,6
42195,Fix Released,Lin Hua Cheng,Low,3,Lin Hua Cheng,197.5228,9,4,4,3,131,770,374,4,0,0,0,0,0,0,0,0,5,2,3,3,6
42196,Fix Released,Andrew Laski,Low,3,Andrew Laski,193.3619,20,6,15,5,71,355,150,6,0,0,0,0,0,0,4,0,11,23,11,4,15
42197,Fix Released,Vish Ishaya,Low,3,Vish Ishaya,1386.8856,9,4,5,3,370,3863,2311,4,0,0,0,0,0,0,0,0,0,6,4,2,6
42198,Fix Released,Andrew Laski,Low,3,Andrew Laski,149.9894,9,3,4,2,71,355,150,3,0,0,0,0,0,0,0,0,4,0,2,1,3
42199,Fix Released,Aaron Rosen,Low,3,Aaron Rosen,1318.4428,9,3,5,2,333,1485,312,3,0,0,0,0,0,0,0,0,0,6,2,1,3
42200,Fix Released,Santiago Baldassin,Wishlist,2,Santiago Baldassin,1314.3758,16,6,8,5,38,93,42,6,2,0,0,14,0,0,0,0,0,0,6,9,15
42201,Fix Released,Davide Guerri,Wishlist,2,Thai Tran,1149.6058,11,5,11,5,6,25,9,5,0,0,0,8,0,0,0,0,0,6,7,3,10
42202,Fix Released,Sagar Ratnakara Nikam,Low,3,Sagar Ratnakara Nikam,1142.265,9,4,6,3,6,21,2,4,0,0,1,5,0,0,0,0,0,0,3,3,6
42203,Fix Released,Christian Berendt,Wishlist,2,Christian Berendt,3239.1111,11,6,9,5,102,579,384,6,0,1,0,8,0,0,2,0,5,4,10,5,15
42204,Fix Released,Ding Xiao,Low,3,Ding Xiao,2833.8722,10,5,6,4,3,13,2,5,0,0,1,6,0,0,0,0,2,2,7,3,10
42205,Fix Released,Ashish Chandra,Wishlist,2,Cindy Lu,1078.5256,10,6,9,5,15,30,15,6,1,0,4,7,0,0,0,0,3,0,10,5,15
42206,Fix Released,sahid,Low,3,sahid,2047.1511,8,3,5,2,60,189,82,3,0,0,0,0,0,0,5,0,0,3,3,0,3
42207,Fix Released,Julie Pichon,Wishlist,2,Julie Pichon,1042.1492,7,4,5,3,72,1327,968,4,0,0,0,0,0,0,0,0,0,5,3,3,6
42208,Fix Released,sahid,Low,3,sahid,1054.7225,9,3,5,2,60,189,82,3,0,0,0,0,0,0,7,0,0,3,3,0,3
42210,Fix Released,Matt Riedemann,Low,3,Matt Riedemann,1033.4047,23,4,13,3,179,2096,1422,4,0,0,0,0,0,0,0,0,0,13,3,3,6
42212,Fix Released,Pawel Skowron,Wishlist,2,Cindy Lu,699.7806,11,7,9,6,9,33,12,7,2,0,0,10,0,0,0,0,1,4,13,8,21
42213,Fix Released,Andrew Bramley,Wishlist,2,Andrew Bramley,1012.7031,10,5,6,4,19,54,1,5,0,0,1,5,0,0,0,0,0,0,4,6,10
42214,Fix Released,Thang Pham,Low,3,Thang Pham,977.2661,10,3,5,2,52,146,49,3,0,0,0,4,0,0,1,0,0,0,2,1,3
42215,Fix Released,Matthew D. Wood,Wishlist,2,Matthew D. Wood,549.7928,10,5,7,4,28,85,20,5,0,0,0,7,0,0,0,0,0,2,5,5,10
42216,Fix Released,Leandro Ignacio Costantino,Low,3,wei tian,506.5383,10,5,9,4,27,75,25,5,1,0,0,14,0,0,0,0,0,5,8,2,10
42217,Fix Released,Rui Zang,Low,3,Yogev Rabl,828.1875,19,8,12,7,3,24,5,8,16,0,8,16,0,0,1,0,1,0,14,14,28
42218,Fix Released,Rui Zang,Undecided,1,Joe Gordon,336.3925,19,8,12,7,3,24,5,8,16,0,8,14,0,0,1,0,0,0,12,16,28
42219,Fix Released,Andrew Bramley,Wishlist,2,Andrew Bramley,617.1486,9,6,6,5,19,54,1,6,0,0,1,5,0,0,0,0,1,0,5,10,15
42220,Fix Released,Andrew Bramley,Wishlist,2,Andrew Bramley,365.7708,9,5,6,4,19,54,1,5,0,0,0,6,0,0,0,0,0,1,5,5,10
42221,Fix Released,jiang\,Wishlist,2,jiang\,871.6125,10,4,6,3,22,51,7,4,0,0,0,7,0,0,0,0,0,4,5,1,6
42222,Fix Released,Matthew D. Wood,Undecided,1,Matthew D. Wood,312.1722,8,4,6,3,28,85,20,4,0,0,0,6,0,0,0,0,0,0,3,3,6
42223,Fix Released,sahid,Wishlist,2,sahid,288.4928,8,3,5,2,60,189,82,3,0,0,0,0,0,0,6,0,0,3,3,0,3
42224,Fix Released,Rabi Mishra,Undecided,1,Rabi Mishra,3211.1742,8,4,5,3,14,44,16,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42225,Fix Released,sahid,Wishlist,2,sahid,3551.1061,7,3,5,2,60,189,82,3,0,0,0,0,0,0,5,0,0,3,3,0,3
42226,Fix Released,Facundo Farias,Undecided,1,Liz Blanchard,1800.7669,9,5,7,4,11,18,4,5,2,0,0,10,0,0,0,0,0,0,7,3,10
42227,Fix Released,Gary Kotton,Wishlist,2,Gary Kotton,3517.7444,10,4,5,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,6,4,2,6
42228,Fix Released,Maxime Vidori,Undecided,1,Maxime Vidori,1681.8231,13,5,9,4,17,30,2,5,1,0,0,14,0,0,0,0,0,1,6,4,10
42229,Fix Released,ChangBo Guo(gcb),Wishlist,2,ChangBo Guo(gcb),3341.185,12,4,5,3,58,699,468,4,0,0,0,0,0,0,0,0,5,4,4,2,6
42230,Fix Released,Matthew D. Wood,Undecided,1,Matthew D. Wood,912.6914,9,4,6,3,28,85,20,4,0,0,0,7,0,0,0,0,0,0,3,3,6
42231,Fix Released,Liyingjun,Undecided,1,Federico Iezzi,3074.4222,20,9,18,8,128,461,156,9,5,0,7,19,0,0,0,1,5,9,24,12,36
42232,Fix Released,Matthew D. Wood,Undecided,1,Matthew D. Wood,660.0353,8,5,5,4,28,85,20,5,1,0,0,8,0,0,0,0,0,0,7,3,10
42233,Fix Released,Masco Kaliyamoorthy,Undecided,1,Hong-Guang,2974.7522,21,11,19,10,18,106,32,11,17,0,4,51,0,0,0,0,0,2,28,27,55
42234,Fix Released,Lawrance,Undecided,1,Lawrance,7126.4794,8,4,5,3,25,52,21,4,0,0,0,5,0,0,0,0,0,2,4,2,6
42235,Fix Released,Ilya Pekelny,Undecided,1,Ilya Pekelny,2544.805,19,5,9,4,24,126,43,5,0,0,0,14,0,0,0,0,0,4,7,3,10
42236,Fix Released,Ilya Pekelny,Low,3,Ilya Pekelny,1857.7442,19,5,9,4,24,126,43,5,0,0,0,13,0,0,0,0,0,3,7,3,10
42237,Fix Released,Doug Fish,Undecided,1,Doug Fish,1506.1614,8,4,5,3,31,292,110,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42238,Fix Released,Chris St. Pierre,Undecided,1,Chris St. Pierre,2832.2139,8,4,4,3,10,12,0,4,0,0,0,4,0,0,0,0,0,0,3,3,6
42239,Fix Released,Liyingjun,Medium,4,?ukasz Jerna?,1346.4161,24,9,21,8,128,461,156,9,0,1,4,16,0,2,3,1,19,24,22,14,36
42240,Fix Released,lvdongbing,Undecided,1,Liyingjun,1322.4611,24,9,23,8,29,318,287,9,0,1,5,16,0,1,3,0,17,24,23,13,36
42241,Fix Released,Liyingjun,Medium,4,?ukasz Jerna?,961.4783,24,9,21,8,128,461,156,9,0,1,4,16,0,1,3,0,16,24,23,13,36
42242,Fix Released,Liyingjun,Undecided,1,AARON ZHANG,4510.5456,14,6,11,5,128,461,156,6,0,0,3,7,0,0,0,0,6,5,9,6,15
42243,Fix Released,Liyingjun,Undecided,1,Cindy Lu,1368.1736,9,5,8,4,128,461,156,5,0,0,1,4,0,0,0,0,6,0,7,3,10
42244,Fix Released,Ken'ichi Ohmichi,Undecided,1,Ken'ichi Ohmichi,3146.8028,8,3,5,2,67,227,42,3,0,0,0,1,0,0,4,0,0,0,2,1,3
42245,Fix Released,Rob Raymond,Undecided,1,Rob Raymond,887.5189,8,4,5,3,32,65,4,4,0,0,0,5,0,0,0,0,0,1,4,2,6
42246,Fix Released,Dan Emmons,Undecided,1,Dan Emmons,840.7825,9,4,5,3,1,4,0,4,1,0,0,6,0,0,0,0,0,1,2,4,6
42247,Fix Released,Cindy Lu,Undecided,1,Cindy Lu,4016.8978,9,5,6,4,71,455,251,5,1,0,0,5,0,0,0,0,1,0,3,7,10
42248,Fix Released,Christopher Yeoh,Undecided,1,Christopher Yeoh,791.8197,7,3,5,2,83,384,188,3,0,0,0,0,0,0,1,0,4,0,2,1,3
42249,Fix Released,Doug Fish,Low,3,Doug Fish,3906.0703,16,5,10,4,31,292,110,5,0,0,0,13,0,0,0,0,0,1,5,5,10
42250,Fix Released,Doug Fish,Undecided,1,Doug Fish,788.9453,16,5,10,4,31,292,110,5,0,0,0,12,0,0,0,0,0,0,4,6,10
42251,Fix Released,wangpan,Undecided,1,wangpan,3385.8356,11,4,7,3,32,107,14,4,0,0,0,8,0,0,0,0,0,2,5,1,6
42252,Fix Released,Amit Prakash Pandey,Undecided,1,Cindy Lu,302.9994,8,5,7,4,7,16,15,5,1,0,0,6,0,0,0,0,1,0,5,5,10
42253,Fix Released,Matthew Gilliard,Undecided,1,Joe Gordon,693.5444,9,5,7,4,11,99,36,5,2,0,0,4,0,0,4,0,0,4,8,2,10
42254,Fix Released,Santiago Baldassin,Undecided,1,Santiago Baldassin,3366.6867,8,4,5,3,38,93,42,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42255,Fix Released,Eric Peterson,Undecided,1,Eric Peterson,666.1497,8,4,5,3,21,93,32,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42256,Fix Released,Andrew Bramley,Undecided,1,Andrew Bramley,3272.6767,8,4,5,3,19,54,1,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42257,Fix Released,jichenjc,Undecided,1,jichenjc,534.0508,8,3,5,2,82,174,6,3,0,0,0,4,0,0,1,0,0,3,3,0,3
42258,Fix Released,jichenjc,Undecided,1,jichenjc,525.7986,13,6,10,5,82,174,6,6,0,0,3,6,0,0,1,0,0,3,6,9,15
42259,Fix Released,Robert Mizielski,Undecided,1,Robert Mizielski,508.8875,9,4,5,3,6,30,10,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42260,Fix Released,Daniel Korn,Undecided,1,Daniel Korn,3072.2028,10,4,6,3,8,54,19,4,0,0,0,6,0,0,0,0,0,1,4,2,6
42261,Fix Released,Hans Lindgren,Undecided,1,Hans Lindgren,3071.5203,8,4,6,3,51,168,40,4,0,0,0,3,0,0,3,0,0,3,4,2,6
42262,Fix Released,wangpan,Undecided,1,wangpan,460.5611,11,4,7,3,32,107,14,4,0,0,0,7,0,0,0,0,0,3,4,2,6
42263,Fix Released,Edgar Magana,Undecided,1,Edgar Magana,388.2517,8,4,5,3,56,175,44,4,0,0,0,0,0,0,5,0,0,1,4,2,6
42264,Fix Released,Chad Roberts,Undecided,1,Julie Gravel,2980.2469,8,5,7,4,61,266,56,5,1,0,0,5,0,0,5,0,0,0,6,4,10
42265,Fix Released,wangpan,Undecided,1,wangpan,2890.5458,10,4,7,3,32,107,14,4,0,0,0,7,0,0,0,0,0,2,5,1,6
42266,Fix Released,Andrew Bramley,Undecided,1,Andrew Bramley,332.7608,9,4,5,3,19,54,1,4,0,0,0,5,0,0,0,0,0,0,3,3,6
42267,Fix Released,wingwj,Undecided,1,wingwj,310.0447,8,4,5,3,28,110,49,4,0,0,0,5,0,0,0,0,0,1,3,3,6
42268,Fix Released,Timur Sufiev,Undecided,1,Timur Sufiev,2889.9367,8,4,6,3,101,399,158,4,0,0,0,0,0,0,0,0,6,0,3,3,6
42269,Fix Released,ChangBo Guo(gcb),Undecided,1,ChangBo Guo(gcb),221.3619,121,12,106,11,58,699,468,12,5,12,53,49,1,27,45,21,64,28,51,15,66
42271,Fix Released,ChangBo Guo(gcb),Undecided,1,ChangBo Guo(gcb),2889.7744,121,12,106,11,58,699,468,12,4,10,45,45,0,26,42,16,55,29,28,38,66
42273,Fix Released,Lee Li,Low,3,Lee Li,219.4503,121,12,72,11,25,320,160,12,4,10,43,47,0,27,43,14,53,33,28,38,66
42274,Fix Released,Lee Li,Low,3,Lee Li,2687.4211,121,12,72,11,25,320,160,12,4,10,43,47,0,25,41,16,55,33,28,38,66
42276,Fix Released,lvdongbing,Low,3,lvdongbing,3529.2603,121,12,115,11,29,318,287,12,4,12,43,47,0,26,45,16,55,33,28,38,66
42277,Fix Released,Lee Li,Low,3,Lee Li,7374.125,121,12,72,11,25,320,160,12,4,10,44,48,0,24,40,16,55,33,28,38,66
42280,Fix Released,Akihiro Motoki,Critical,6,Juan Manuel Ollé,469.6089,18,6,15,5,319,2773,1800,6,4,0,0,29,0,0,0,0,0,8,10,5,15
42281,Fix Released,Juan Manuel Ollé,Undecided,1,Alex Xu,2526.3531,10,4,9,3,26,52,24,4,0,1,0,5,0,0,4,0,1,0,4,2,6
42282,Fix Released,Pawel Skowron,Critical,6,Pawel Skowron,965.995,11,4,5,3,9,33,12,4,0,0,3,3,0,0,0,0,2,2,5,1,6
42283,Fix Released,Vladik Romanovsky,Undecided,1,lirenke,1038.7697,12,5,10,4,26,95,29,5,2,4,0,8,0,0,1,0,0,0,7,3,10
42284,Fix Released,Cindy Lu,Critical,6,Cindy Lu,2818.4011,12,6,8,5,71,455,251,6,0,1,0,2,0,0,5,0,2,6,7,8,15
42285,Fix Released,Haiwei Xu,Undecided,1,Haiwei Xu,986.8372,8,3,4,2,39,153,37,3,0,0,0,3,0,0,1,0,0,0,2,1,3
42286,Fix Released,Tihomir Trifonov,Critical,6,Tihomir Trifonov,2670.3275,10,4,8,3,58,133,56,4,0,0,0,8,0,0,0,0,0,3,4,2,6
42287,Fix Released,Fengqian,Undecided,1,Fengqian,903.9233,8,3,4,2,24,232,26,3,0,0,0,0,0,0,0,0,4,0,2,1,3
42288,Fix Released,Radomir Dopieralski,Critical,6,Radomir Dopieralski,2580.1828,9,4,6,3,48,107,19,4,0,0,2,4,0,0,0,0,2,0,4,2,6
42289,Fix Released,Leandro Ignacio Costantino,Undecided,1,Bhuvan Arumugam,891.3008,20,8,19,7,27,75,25,8,1,1,1,6,0,1,14,1,7,16,11,17,28
42290,Fix Released,Randy Bertram,Critical,6,Liyingjun,2351.2683,15,6,13,5,6,21,1,6,0,0,2,8,0,0,0,0,10,8,11,4,15
42291,Fix Released,Justin Pomeroy,Critical,6,Akihiro Motoki,890.2744,12,5,10,4,23,46,18,5,0,0,0,6,0,0,0,0,0,6,7,3,10
42293,Fix Released,None,Critical,6,Matt Riedemann,2180.6181,38,10,38,10,15804,0,0,10,9,0,5,54,0,0,0,0,7,22,17,28,45
42295,Fix Released,Julie Pichon,Critical,6,Julie Pichon,846.4236,6,3,4,2,72,1327,968,3,0,0,0,0,0,0,0,0,0,4,2,1,3
42296,Fix Released,Cindy Lu,High,5,Cindy Lu,726.3308,11,4,6,3,71,455,251,4,0,0,0,0,0,0,4,0,2,0,3,3,6
42297,Fix Released,Akihiro Motoki,High,5,Ana Krivokapi?,1128.0308,8,4,6,3,319,2773,1800,4,0,0,0,6,0,0,0,0,0,4,5,1,6
42298,Fix Released,None,Critical,6,Joe Gordon,142.4989,18,7,18,7,15804,0,0,7,0,0,0,14,0,0,0,0,0,17,12,9,21
42299,Fix Released,Timur Sufiev,High,5,Ekaterina Chernova,878.6569,16,6,15,5,101,399,158,6,0,0,1,5,0,0,0,1,11,6,7,8,15
42300,Fix Released,Julie Gravel,High,5,Amogh,865.4958,12,6,10,5,6,49,33,6,5,0,0,18,0,0,0,0,0,1,12,3,15
42301,Fix Released,Robert Tingirica,Critical,6,Alessandro Pilotti,974.8511,17,6,17,6,4,0,0,6,0,0,0,0,0,0,0,1,20,4,10,5,15
42302,Fix Released,Tatiana Ovchinnikova,High,5,Tatiana Ovchinnikova,818.4681,11,3,4,2,52,196,29,3,0,0,0,0,0,0,6,0,0,0,2,1,3
42303,Fix Released,Chad Roberts,High,5,Alexander Ignatov,814.5647,12,3,12,3,61,266,56,3,0,0,0,0,0,0,0,0,9,0,2,1,3
42304,Fix Released,None,Critical,6,Robert Collins,551.6275,22,6,22,6,15804,0,0,6,0,1,7,7,0,0,0,3,0,15,14,1,15
42305,Fix Released,None,High,5,Robert Collins,797.94,22,6,22,6,15804,0,0,6,0,1,7,7,0,0,0,3,0,15,14,1,15
42306,Fix Released,Chris Jones,High,5,Chris Jones,724.9536,22,6,17,5,5,43,38,6,0,1,8,7,0,0,0,3,0,15,14,1,15
42307,Fix Released,Toshiyuki Hayashi,High,5,Toshiyuki Hayashi,613.8453,10,4,7,3,3,18,13,4,0,0,0,7,0,0,0,0,0,2,4,2,6
42308,Fix Released,Dan Smith,High,5,Brano Zarnovican,10568.5103,36,10,36,10,99,284,98,10,3,0,0,73,0,0,0,0,0,28,26,19,45
42310,Fix Released,Julie Pichon,High,5,Julie Pichon,1957.1986,17,3,9,2,72,1327,968,3,0,0,0,0,0,0,0,0,0,10,2,1,3
42311,Fix Released,Stanislaw Pitucha,High,5,Stanislaw Pitucha,647.0433,11,5,9,4,26,95,49,5,0,0,0,9,0,0,0,0,0,6,8,2,10
42312,Fix Released,Gloria Gu,High,5,Amogh,10294.8008,12,6,10,5,17,98,40,6,6,0,0,15,0,0,0,0,1,2,12,3,15
42313,Fix Released,Yves-Gwenael Bourhis,Medium,4,terryg2012,577.1678,15,9,14,8,24,137,57,9,6,0,0,26,0,0,0,0,0,11,20,16,36
42314,Fix Released,None,High,5,Joe Gordon,6216.2989,35,12,35,12,15804,0,0,12,8,0,28,58,0,0,0,0,15,24,38,28,66
42315,Fix Released,Timur Sufiev,Medium,4,Jiri Tomasek,524.445,19,8,19,8,101,399,158,8,13,4,10,20,0,0,2,0,0,2,19,9,28
42316,Fix Released,None,High,5,Joe Gordon,12907.0692,20,10,20,10,15804,0,0,10,3,3,0,13,0,0,5,0,2,23,24,21,45
42317,Fix Released,Anya Marshall,Medium,4,Jesse Pretorius,5753.9008,22,10,21,9,1,1,0,10,2,1,1,24,0,1,5,0,3,11,15,30,45
42318,Fix Released,Matthew D. Wood,Medium,4,Sean McCully,10729.9281,12,7,10,6,28,85,20,7,2,0,0,12,0,0,0,0,0,8,14,7,21
42319,Fix Released,Justin Pomeroy,Medium,4,Roey Dekel,5708.3056,18,8,15,7,23,46,18,8,3,0,2,22,0,0,0,0,1,19,23,5,28
42320,Fix Released,David McNally,High,5,Loganathan Parthipan,9049.7961,17,7,16,6,13,37,7,7,1,0,0,21,0,0,0,0,0,2,9,12,21
42321,Fix Released,Qijing Li,Medium,4,sffroelich,8781.6281,26,11,23,10,1,3,0,11,12,3,2,51,0,0,2,0,1,20,33,22,55
42322,Fix Released,melanie witt,High,5,Attila Fazekas,8617.1161,14,6,9,5,17,368,328,6,0,0,0,0,0,0,0,6,9,0,7,8,15
42323,Fix Released,Ladislav Smola,Medium,4,Eoghan Glynn,1658.8411,19,8,17,7,38,190,105,8,4,0,0,22,0,0,1,0,0,7,20,8,28
42324,Fix Released,Grant Murphy,High,5,Alex Gaynor,8079.2494,42,10,34,9,10,318,213,10,8,3,3,27,0,1,1,0,22,32,23,22,45
42325,Fix Released,Grant Murphy,Medium,4,Tristan Cacqueray,1585.7578,42,10,34,9,10,318,213,10,8,4,2,27,0,1,1,0,22,32,24,21,45
42326,Fix Released,Matthew D. Wood,Medium,4,Matthew D. Wood,7585.0158,20,4,16,3,28,85,20,4,4,0,0,15,0,0,2,0,0,2,5,1,6
42328,Fix Released,Jay Pipes,High,5,Leandro Ignacio Costantino,1287.2939,10,6,8,5,181,2242,1440,6,0,0,0,8,0,0,0,0,0,5,8,7,15
42330,Fix Released,Tatiana Ovchinnikova,Medium,4,George Shuklin,1406.3644,24,7,22,6,52,196,29,7,1,3,5,18,0,0,11,0,1,13,15,6,21
42331,Fix Released,lvdongbing,High,5,Dennis Kliban,4601.2586,9,6,8,5,29,318,287,6,0,0,1,6,0,0,0,0,2,1,6,9,15
42332,Fix Released,Akihiro Motoki,Medium,4,Ashok kumaran B,1147.5881,21,8,13,7,319,2773,1800,8,6,5,0,25,0,0,8,0,0,6,19,9,28
42333,Fix Released,Andrew Laski,High,5,Andrew Laski,4366.1306,10,5,5,4,71,355,150,5,0,0,1,4,0,0,0,0,4,0,6,4,10
42334,Fix Released,Akihiro Motoki,Medium,4,Akihiro Motoki,956.8503,17,6,9,5,319,2773,1800,6,0,0,0,0,0,0,0,0,0,15,6,9,15
42335,Fix Released,Akihiro Motoki,High,5,Akihiro Motoki,4200.7472,17,6,9,5,319,2773,1800,6,0,0,0,0,0,0,0,0,0,15,6,9,15
42336,Fix Released,Matthew Booth,High,5,Matthew Booth,813.5597,18,7,15,6,8,16,8,7,0,0,1,14,0,0,0,0,0,7,9,12,21
42337,Fix Released,Gloria Gu,Medium,4,Jonathan Bell,3977.5117,20,10,17,9,17,98,40,10,19,9,0,22,0,0,5,0,2,4,31,14,45
42338,Fix Released,Ken'ichi Ohmichi,High,5,Ken'ichi Ohmichi,3629.9333,20,7,16,6,67,227,42,7,0,0,0,0,0,0,16,0,0,4,9,12,21
42339,Fix Released,Matthew D. Wood,Medium,4,Matthew D. Wood,702.2042,11,6,8,5,28,85,20,6,2,0,0,12,0,0,0,0,0,5,11,4,15
42340,Fix Released,Lin Hua Cheng,Medium,4,Lin Hua Cheng,3862.4881,10,4,6,3,131,770,374,4,0,0,0,0,0,0,0,0,4,6,5,1,6
42341,Fix Released,Matt Riedemann,High,5,Morgan Fainberg,678.9447,18,7,11,6,179,2096,1422,7,0,0,0,0,0,0,0,3,18,8,13,8,21
42342,Fix Released,Lin Hua Cheng,Medium,4,Lin Hua Cheng,3497.7364,11,5,7,4,131,770,374,5,0,0,0,0,0,0,0,0,5,4,5,5,10
42343,Fix Released,Thang Pham,High,5,Thang Pham,2349.6792,13,6,8,5,52,146,49,6,1,0,0,12,0,0,1,0,0,3,7,8,15
42345,Fix Released,Matt Riedemann,High,5,Matt Riedemann,670.9089,9,4,4,3,179,2096,1422,4,0,0,0,0,0,0,0,0,0,4,3,3,6
42346,Fix Released,Julie Pichon,Medium,4,Julie Pichon,2224.8714,9,5,6,4,72,1327,968,5,0,0,0,0,0,0,0,0,2,7,6,4,10
42347,Fix Released,Daniel Berrange,High,5,Christopher Lefelhocz,477.5911,17,7,17,7,37,176,54,7,2,0,4,14,0,0,0,0,2,0,10,11,21
42348,Fix Released,Jeremy Moffitt,Medium,4,Marcos Lobo,382.8853,12,6,10,5,3,7,3,6,7,0,0,11,0,0,0,0,1,1,12,3,15
42349,Fix Released,Eric Peterson,Medium,4,Eric Peterson,1683.8233,11,5,8,4,21,93,32,5,0,0,0,8,0,0,0,0,0,7,6,4,10
42350,Fix Released,Christopher Lefelhocz,Medium,4,Sergii Kashaba,211.2108,16,8,14,7,14,51,9,8,12,0,0,15,0,0,0,0,0,0,14,14,28
42351,Fix Released,Lin Hua Cheng,Medium,4,Lin Hua Cheng,1225.1106,11,3,3,2,131,770,374,3,0,0,0,0,0,5,0,0,2,2,3,0,3
42352,Fix Released,wingwj,Medium,4,Xurong Yang,1192.4117,16,8,14,7,28,110,49,8,24,0,0,16,0,0,0,0,4,1,22,6,28
42353,Fix Released,Mingyan Bao,Medium,4,Yehia Beyh,8956.2375,12,6,9,5,3,11,4,6,5,0,0,7,0,0,0,0,0,1,4,11,15
42354,Fix Released,Ryota Mibu,Medium,4,Paul Michali,1191.75,21,8,21,8,13,40,9,8,9,0,3,34,0,0,0,0,4,10,19,9,28
42355,Fix Released,Felipe Reyes,Medium,4,Felipe Reyes,7782.1936,9,5,6,4,6,11,2,5,0,0,0,6,0,0,0,0,0,1,4,6,10
42357,Fix Released,None,Medium,4,Sean Dague,1172.3125,16,7,16,7,15804,0,0,7,0,0,2,2,0,0,0,0,9,4,7,14,21
42358,Fix Released,Timur Sufiev,Medium,4,Cindy Lu,7724.2936,12,5,11,4,101,399,158,5,0,0,0,0,0,1,5,0,6,1,6,4,10
42359,Fix Released,Dmitry Borodaenko,Medium,4,Jiajun Liu,1101.9775,45,18,40,17,71,1014,712,18,107,15,34,87,0,2,2,0,17,9,106,47,153
42360,Fix Released,Liyingjun,Medium,4,Cindy Lu,5350.0825,14,6,12,5,128,461,156,6,0,5,3,5,3,5,5,0,6,0,13,2,15
